0,2006-11-01,1
1,2006-11-18,1
2,2007-01-03,1
3,2007-06-12,1
4,2007-07-28,1
5,2007-09-06,1
6,2007-09-29,1
7,2007-10-17,1
8,2008-02-15,1
9,2008-03-16,1
10,2008-03-28,1
11,2008-04-06,1
12,2008-06-05,1
13,2008-06-13,1
14,2008-06-21,1
15,2008-06-26,1
16,2008-07-25,1
17,2008-08-13,1
18,2008-08-22,1
19,2008-09-08,1
20,2008-09-22,1
21,2008-09-30,2
22,2008-10-21,1
23,2008-10-30,1
24,2008-11-09,1
25,2008-11-12,2
26,2008-12-06,1
27,2008-12-25,1
28,2009-01-01,1
29,2009-01-12,1
30,2009-02-16,1
31,2009-02-17,1
32,2009-03-07,1
33,2009-03-14,1
34,2009-04-01,1
35,2009-04-04,1
36,2009-04-10,1
37,2009-04-12,1
38,2009-04-15,1
39,2009-04-20,2
40,2009-05-20,1
41,2009-06-17,1
42,2009-06-26,1
43,2009-06-29,1
44,2009-07-02,1
45,2009-07-04,1
46,2009-07-07,1
47,2009-07-16,1
48,2009-08-30,1
49,2009-09-12,1
50,2009-09-18,2
51,2009-09-21,1
52,2009-10-07,2
53,2009-10-09,1
54,2009-10-12,1
55,2009-10-18,2
56,2009-11-01,1
57,2009-11-04,1
58,2009-11-08,1
59,2009-11-11,1
60,2009-11-12,1
61,2009-11-28,1
62,2009-12-03,1
63,2009-12-05,1
64,2009-12-09,3
65,2009-12-10,1
66,2009-12-23,1
67,2009-12-26,1
68,2009-12-28,1
69,2010-01-02,1
70,2010-01-13,1
71,2010-01-14,1
72,2010-01-17,1
73,2010-01-23,1
74,2010-01-27,1
75,2010-01-31,1
76,2010-02-11,1
77,2010-02-15,1
78,2010-02-20,1
79,2010-02-21,1
80,2010-03-04,1
81,2010-03-08,1
82,2010-03-09,1
83,2010-03-13,1
84,2010-03-15,1
85,2010-03-19,2
86,2010-03-21,1
87,2010-03-23,1
88,2010-04-06,1
89,2010-04-15,1
90,2010-04-25,2
91,2010-04-27,2
92,2010-04-28,1
93,2010-05-03,1
94,2010-05-04,1
95,2010-05-08,1
96,2010-05-10,3
97,2010-05-11,1
98,2010-05-12,2
99,2010-05-18,1
100,2010-05-20,2
101,2010-05-21,1
102,2010-05-26,2
103,2010-05-30,1
104,2010-05-31,2
105,2010-06-05,1
106,2010-06-07,2
107,2010-06-08,4
108,2010-06-09,2
109,2010-06-10,2
110,2010-06-14,1
111,2010-06-21,1
112,2010-06-22,1
113,2010-06-25,1
114,2010-06-28,2
115,2010-06-30,1
116,2010-07-01,1
117,2010-07-03,1
118,2010-07-04,2
119,2010-07-07,1
120,2010-07-12,1
121,2010-07-15,1
122,2010-07-18,1
123,2010-07-20,2
124,2010-07-21,1
125,2010-07-25,1
126,2010-07-26,1
127,2010-07-28,2
128,2010-07-31,2
129,2010-08-01,1
130,2010-08-02,2
131,2010-08-03,1
132,2010-08-06,2
133,2010-08-08,1
134,2010-08-12,1
135,2010-08-17,1
136,2010-08-18,1
137,2010-08-20,1
138,2010-08-22,1
139,2010-08-25,2
140,2010-08-29,2
141,2010-09-03,1
142,2010-09-05,1
143,2010-09-06,3
144,2010-09-07,1
145,2010-09-10,1
146,2010-09-12,1
147,2010-09-13,1
148,2010-09-14,2
149,2010-09-17,1
150,2010-09-19,1
151,2010-09-20,1
152,2010-09-25,1
153,2010-09-26,2
154,2010-09-28,1
155,2010-10-04,3
156,2010-10-05,5
157,2010-10-07,1
158,2010-10-11,1
159,2010-10-12,2
160,2010-10-15,2
161,2010-10-16,2
162,2010-10-18,3
163,2010-10-19,1
164,2010-10-22,2
165,2010-10-27,2
166,2010-10-28,1
167,2010-10-29,1
168,2010-11-01,2
169,2010-11-03,3
170,2010-11-04,2
171,2010-11-05,1
172,2010-11-07,2
173,2010-11-08,1
174,2010-11-10,1
175,2010-11-12,1
176,2010-11-16,1
177,2010-11-20,1
178,2010-11-23,2
179,2010-11-24,1
180,2010-11-25,1
181,2010-11-29,1
182,2010-11-30,3
183,2010-12-01,1
184,2010-12-02,2
185,2010-12-03,1
186,2010-12-07,2
187,2010-12-12,1
188,2010-12-13,2
189,2010-12-14,1
190,2010-12-15,2
191,2010-12-17,1
192,2010-12-18,1
193,2010-12-19,1
194,2010-12-20,2
195,2010-12-24,1
196,2010-12-27,1
197,2010-12-28,1
198,2010-12-29,1
199,2010-12-30,1
200,2010-12-31,1
201,2011-01-02,1
202,2011-01-05,2
203,2011-01-07,4
204,2011-01-11,1
205,2011-01-13,2
206,2011-01-16,1
207,2011-01-17,1
208,2011-01-18,3
209,2011-01-19,1
210,2011-01-20,1
211,2011-02-01,1
212,2011-02-02,1
213,2011-02-04,1
214,2011-02-05,2
215,2011-02-06,2
216,2011-02-07,6
217,2011-02-08,1
218,2011-02-09,5
219,2011-02-11,2
220,2011-02-12,1
221,2011-02-13,2
222,2011-02-15,4
223,2011-02-17,1
224,2011-02-18,2
225,2011-02-21,2
226,2011-02-22,1
227,2011-02-27,4
228,2011-02-28,3
229,2011-03-01,4
230,2011-03-02,5
231,2011-03-03,2
232,2011-03-08,1
233,2011-03-09,3
234,2011-03-11,3
235,2011-03-12,3
236,2011-03-13,4
237,2011-03-15,2
238,2011-03-16,2
239,2011-03-17,1
240,2011-03-21,2
241,2011-03-22,3
242,2011-03-23,1
243,2011-03-24,1
244,2011-03-25,2
245,2011-03-28,1
246,2011-03-29,3
247,2011-03-30,1
248,2011-03-31,4
249,2011-04-01,1
250,2011-04-04,1
251,2011-04-05,3
252,2011-04-06,1
253,2011-04-09,4
254,2011-04-11,2
255,2011-04-12,2
256,2011-04-13,1
257,2011-04-15,1
258,2011-04-17,1
259,2011-04-18,2
260,2011-04-20,1
261,2011-04-23,1
262,2011-04-24,1
263,2011-04-25,2
264,2011-04-28,2
265,2011-04-30,1
266,2011-05-02,1
267,2011-05-03,4
268,2011-05-04,1
269,2011-05-05,4
270,2011-05-07,1
271,2011-05-09,2
272,2011-05-10,1
273,2011-05-11,2
274,2011-05-12,1
275,2011-05-15,1
276,2011-05-16,1
277,2011-05-17,3
278,2011-05-18,1
279,2011-05-19,3
280,2011-05-20,3
281,2011-05-21,1
282,2011-05-23,4
283,2011-05-24,1
284,2011-05-25,2
285,2011-05-26,2
286,2011-05-27,1
287,2011-05-28,1
288,2011-06-02,2
289,2011-06-03,2
290,2011-06-05,2
291,2011-06-06,1
292,2011-06-07,2
293,2011-06-08,1
294,2011-06-10,1
295,2011-06-11,1
296,2011-06-15,1
297,2011-06-16,2
298,2011-06-17,1
299,2011-06-18,2
300,2011-06-19,1
301,2011-06-20,1
302,2011-06-21,1
303,2011-06-23,1
304,2011-06-24,1
305,2011-06-26,2
306,2011-06-27,8
307,2011-06-28,1
308,2011-06-30,2
309,2011-07-01,1
310,2011-07-02,1
311,2011-07-03,1
312,2011-07-04,2
313,2011-07-07,3
314,2011-07-08,3
315,2011-07-11,2
316,2011-07-13,1
317,2011-07-16,3
318,2011-07-17,1
319,2011-07-18,1
320,2011-07-19,1
321,2011-07-22,1
322,2011-07-24,1
323,2011-07-26,1
324,2011-07-27,1
325,2011-07-30,1
326,2011-08-01,1
327,2011-08-03,1
328,2011-08-04,1
329,2011-08-05,1
330,2011-08-08,1
331,2011-08-09,1
332,2011-08-11,2
333,2011-08-12,1
334,2011-08-13,1
335,2011-08-15,2
336,2011-08-16,2
337,2011-08-18,1
338,2011-08-19,1
339,2011-08-20,3
340,2011-08-22,1
341,2011-08-23,2
342,2011-08-24,1
343,2011-08-25,1
344,2011-08-26,2
345,2011-08-28,1
346,2011-08-29,1
347,2011-08-30,2
348,2011-08-31,4
349,2011-09-01,1
350,2011-09-02,1
351,2011-09-03,4
352,2011-09-04,3
353,2011-09-06,1
354,2011-09-07,3
355,2011-09-08,1
356,2011-09-09,2
357,2011-09-11,2
358,2011-09-12,1
359,2011-09-13,4
360,2011-09-14,2
361,2011-09-16,1
362,2011-09-17,4
363,2011-09-18,4
364,2011-09-20,2
365,2011-09-21,5
366,2011-09-22,1
367,2011-09-23,1
368,2011-09-24,1
369,2011-09-25,2
370,2011-09-27,3
371,2011-09-28,3
372,2011-09-30,1
373,2011-10-01,1
374,2011-10-02,1
375,2011-10-03,1
376,2011-10-06,2
377,2011-10-08,2
378,2011-10-09,2
379,2011-10-12,1
380,2011-10-13,2
381,2011-10-14,2
382,2011-10-16,3
383,2011-10-17,1
384,2011-10-18,4
385,2011-10-19,3
386,2011-10-20,1
387,2011-10-22,1
388,2011-10-23,1
389,2011-10-24,1
390,2011-10-27,1
391,2011-10-28,4
392,2011-10-31,1
393,2011-11-01,2
394,2011-11-02,1
395,2011-11-03,2
396,2011-11-05,1
397,2011-11-07,2
398,2011-11-09,1
399,2011-11-10,1
400,2011-11-11,3
401,2011-11-14,3
402,2011-11-15,1
403,2011-11-16,2
404,2011-11-17,1
405,2011-11-18,1
406,2011-11-19,1
407,2011-11-22,2
408,2011-11-25,4
409,2011-11-26,1
410,2011-11-27,2
411,2011-11-28,3
412,2011-11-29,1
413,2011-12-01,1
414,2011-12-04,4
415,2011-12-05,1
416,2011-12-07,1
417,2011-12-08,3
418,2011-12-09,2
419,2011-12-10,1
420,2011-12-11,1
421,2011-12-12,1
422,2011-12-13,2
423,2011-12-16,1
424,2011-12-17,1
425,2011-12-18,1
426,2011-12-19,3
427,2011-12-20,3
428,2011-12-22,2
429,2011-12-24,1
430,2011-12-25,1
431,2011-12-26,1
432,2011-12-27,2
433,2011-12-28,2
434,2011-12-30,2
435,2011-12-31,8
436,2012-01-02,1
437,2012-01-03,1
438,2012-01-04,1
439,2012-01-05,5
440,2012-01-06,5
441,2012-01-07,1
442,2012-01-08,2
443,2012-01-10,3
444,2012-01-11,5
445,2012-01-12,1
446,2012-01-13,3
447,2012-01-14,1
448,2012-01-15,3
449,2012-01-16,4
450,2012-01-19,2
451,2012-01-20,4
452,2012-01-22,2
453,2012-01-24,3
454,2012-01-25,1
455,2012-01-26,1
456,2012-01-27,2
457,2012-01-28,2
458,2012-01-29,1
459,2012-01-31,1
460,2012-02-01,3
461,2012-02-02,3
462,2012-02-03,2
463,2012-02-04,2
464,2012-02-05,1
465,2012-02-06,4
466,2012-02-08,3
467,2012-02-09,1
468,2012-02-10,1
469,2012-02-11,1
470,2012-02-13,1
471,2012-02-14,3
472,2012-02-15,2
473,2012-02-16,1
474,2012-02-17,2
475,2012-02-20,1
476,2012-02-23,1
477,2012-02-24,1
478,2012-02-25,1
479,2012-02-26,1
480,2012-02-27,1
481,2012-02-28,3
482,2012-03-02,1
483,2012-03-03,2
484,2012-03-04,2
485,2012-03-05,1
486,2012-03-06,1
487,2012-03-07,1
488,2012-03-10,1
489,2012-03-11,2
490,2012-03-12,2
491,2012-03-13,3
492,2012-03-14,3
493,2012-03-15,2
494,2012-03-18,8
495,2012-03-20,3
496,2012-03-21,1
497,2012-03-26,2
498,2012-03-28,2
499,2012-03-29,2
500,2012-03-30,2
501,2012-04-02,2
502,2012-04-06,2
503,2012-04-08,4
504,2012-04-09,1
505,2012-04-10,1
506,2012-04-11,2
507,2012-04-12,2
508,2012-04-13,3
509,2012-04-15,1
510,2012-04-16,3
511,2012-04-17,3
512,2012-04-18,1
513,2012-04-19,1
514,2012-04-20,2
515,2012-04-21,1
516,2012-04-23,1
517,2012-04-24,1
518,2012-04-25,1
519,2012-04-28,1
520,2012-04-29,2
521,2012-04-30,2
522,2012-05-01,2
523,2012-05-03,1
524,2012-05-04,7
525,2012-05-07,1
526,2012-05-08,3
527,2012-05-09,1
528,2012-05-10,4
529,2012-05-11,1
530,2012-05-12,1
531,2012-05-13,1
532,2012-05-14,1
533,2012-05-15,1
534,2012-05-16,3
535,2012-05-17,2
536,2012-05-18,4
537,2012-05-20,1
538,2012-05-21,1
539,2012-05-22,1
540,2012-05-23,2
541,2012-05-24,3
542,2012-05-25,3
543,2012-05-27,2
544,2012-05-28,1
545,2012-05-29,1
546,2012-06-01,1
547,2012-06-03,1
548,2012-06-04,2
549,2012-06-06,3
550,2012-06-07,2
551,2012-06-08,1
552,2012-06-10,2
553,2012-06-11,2
554,2012-06-12,1
555,2012-06-13,1
556,2012-06-17,3
557,2012-06-18,1
558,2012-06-19,4
559,2012-06-20,3
560,2012-06-21,4
561,2012-06-22,3
562,2012-06-24,3
563,2012-06-26,1
564,2012-06-27,1
565,2012-06-28,3
566,2012-06-29,1
567,2012-06-30,2
568,2012-07-01,2
569,2012-07-02,1
570,2012-07-03,1
571,2012-07-06,3
572,2012-07-07,1
573,2012-07-09,1
574,2012-07-11,2
575,2012-07-12,2
576,2012-07-13,1
577,2012-07-16,2
578,2012-07-17,1
579,2012-07-18,2
580,2012-07-20,2
581,2012-07-21,1
582,2012-07-22,1
583,2012-07-23,2
584,2012-07-24,1
585,2012-07-26,4
586,2012-07-27,1
587,2012-07-29,2
588,2012-07-30,3
589,2012-08-01,8
590,2012-08-02,1
591,2012-08-03,1
592,2012-08-04,3
593,2012-08-05,1
594,2012-08-06,1
595,2012-08-07,4
596,2012-08-08,1
597,2012-08-09,4
598,2012-08-10,5
599,2012-08-11,3
600,2012-08-12,7
601,2012-08-14,1
602,2012-08-15,1
603,2012-08-16,4
604,2012-08-18,1
605,2012-08-19,1
606,2012-08-20,2
607,2012-08-21,1
608,2012-08-22,3
609,2012-08-23,4
610,2012-08-24,1
611,2012-08-25,1
612,2012-08-26,3
613,2012-08-27,1
614,2012-08-28,2
615,2012-08-29,2
616,2012-08-30,2
617,2012-08-31,3
618,2012-09-01,3
619,2012-09-02,1
620,2012-09-03,1
621,2012-09-04,2
622,2012-09-06,2
623,2012-09-07,3
624,2012-09-08,2
625,2012-09-09,1
626,2012-09-10,1
627,2012-09-13,1
628,2012-09-18,4
629,2012-09-19,1
630,2012-09-20,5
631,2012-09-21,4
632,2012-09-22,2
633,2012-09-24,1
634,2012-09-25,1
635,2012-09-26,2
636,2012-09-27,3
637,2012-09-28,3
638,2012-09-30,1
639,2012-10-01,1
640,2012-10-02,2
641,2012-10-03,8
642,2012-10-04,2
643,2012-10-05,1
644,2012-10-08,2
645,2012-10-10,2
646,2012-10-11,3
647,2012-10-12,1
648,2012-10-13,1
649,2012-10-14,3
650,2012-10-16,1
651,2012-10-17,2
652,2012-10-18,2
653,2012-10-19,1
654,2012-10-21,1
655,2012-10-22,3
656,2012-10-23,1
657,2012-10-25,4
